air_force_blue_raf,"Air Force Blue (Raf)",#5d8aa8,93,138,168
alizarin_crimson,"Alizarin Crimson",#e32636,227,38,54
alloy_orange,"Alloy Orange",#c46210,196,98,16
almond,"Almond",#efdecd,239,222,205
amaranth,"Amaranth",#e52b50,229,43,80
amber,"Amber",#ffbf00,255,191,0
amber_sae_ece,"Amber (Sae/Ece)",#ff7e00,255,126,0
american_rose,"American Rose",#ff033e,255,3,62
amethyst,"Amethyst",#96c,153,102,204
android_green,"Android Green",#a4c639,164,198,57
atomic_tangerine,"Atomic Tangerine",#f96,255,153,102
auburn,"Auburn",#a52a2a,165,42,42lack Bean",#3d0c02,61,12,2
black_leather_jacket,"Black Leather Jacket",#253529,37,53,41
black_olive,"Black Olive",#3b3c36,59,60,54
blue_pigment,"Blue (Pigment)",#339,51,51,153
blue_ryb,"Blue (Ryb)",#0247fe,2,71,254
blue_sapphire,"Blue Sapphire",#126180,18,97,128
blue_violet,"Blue-Violet",#8a2be2,138,43,226
blush,"Blush",#de5d83,222,93,131
bole,"Bole",#79443b,121,68,59
bondi_blue,"Bondi Blue",#0095b6,0,149,182
bone,"Bone",#e3dac9,227,218,201
boston_university_red,"Boston University Red",#c00,204,0,0
bottle_green,"Bottle Green",#006a4e,0,106,78
boysenberry,"Boysenberry",#873260,135,50,96
brandeis_blue,"Brandeis Blue",#0070ff,0,112,255
brass,"Brass",#b5a642,181,166,66
brick_red,"Brick Red",#cb4154,203,65,84
bright_cerulean,"Bright Cerulean",#1dacd6,29,172,214
bright_green,"Bright Green",#6f0,102,255,0British Racing Green",#004225,0,66,37
bronze,"Bronze",#cd7f32,205,127,50
brown_traditional,"Brown (Traditional)",#964b00,150,75,0
brown_web,"Brown (Web)",#a52a2a,165,42,42
bubble_gum,"Bubble Gum",#ffc1cc,255,193,204
bubbles,"Bubbles",#e7feff,231,254,255
buff,"Buff",#f0dc82,240,220,130
burnt_umber,"Burnt Umber",#8a3324,138,51,36
byzantine,"Byzantine",#bd33a4,189,51,164
byzantium,"Byzantium",#702963,112,41,99
cadet,"Cadet",#536872,83,104,114
cadet_blue,"Cadet Blue",#5f9ea0,95,158,160
cadet_grey,"Cadet Grey",#91a3b0,145,163,176
cadmium_green,"Cadmium Green",#006b3c,0,107,60
cadmium_orange,"Cadmium Orange",#ed872d,237,135,45
cadmium_red,"Cadmium Red",#e30022,227,0,34
cadmium_yellow,"Cadmium Yellow",#fff600,255,246,0
caf_au_lait,"Café Au Lait",#a67b5b,166,123,91
caf_noir,"Café Noir",#4b3621,75,54,33
cal_poly_green,"Cal Poly Green",#1e4d2b,30,77,43
cambridge_blue,"Cambridge Blue",#a3c1ad,163,193,173
camel,"Camel",#c19a6b,193,154,107
cameo_pink,"Cameo Pink",#efbbcc,239,187,204
camouflage_green,"Camouflage Green",#78866b,120,134,107
canary_yellow,"Canary Yellow",#ffef00,255,239,0
candy_apple_red,"Candy Apple Red",#ff0800,255,8,0
candy_pink,"Candy Pink",#e4717a,228,113,122
capri,"Capri",#00bfff,0,191,255
caput_mortuum,"Caput Mortuum",#592720,89,39,32
cardinal,"Cardinal",#c41e3a,196,30,58
caribbean_green,"Caribbean Green",#0c9,0,204,153
carmine,"Carmine",#960018,150,0,24
carmine_m_p,"Carmine (M&P)",#d70040,215,0,64
citrine,"Citrine",#e4d00a,228,208,10
classic_rose,"Classic Rose",#fbcce7,251,204,231
cobalt,"Cobalt",#0047ab,0,71,171
cocoa_brown,"Cocoa Brown",#d2691e,210,105,30
coffee,"Coffee",#6f4e37,111,78,55
columbia_blue,"Columbia Blue",#9bddff,155,221,255
congo_pink,"Congo Pink",#f88379,248,131,121
cool_black,"Cool Black",#002e63,0,46,99
cool_grey,"Cool Grey",#8c92ac,140,146,172
copper,"Copper",#b87333,184,115,51
copper_crayola,"Copper (Crayola)",#da8a67,218,138,103
copper_penny,"Copper Penny",#ad6f69,173,111,105
copper_red,"Copper Red",#cb6d51,203,109,81c Latte",#fff8e7,255,248,231
cotton_candy,"Cotton Candy",#ffbcd9,255,188,217
cream,"Cream",#fffdd0,255,253,208
crimson,"Crimson",#dc143c,220,20,60
crimson_glory,"Crimson Glory",#be0032,190,0,50
cyan,"Cyan",#0ff,0,255,255
cyan_process,"Cyan (Process)",#00b7eb,0,183,235
daffodil,"Daffodil",#ffff31,255,255,49
dandelion,"Dandelion",#f0e130,240,225,48
dark_blue,"Dark Blue",#00008b,0,0,139
dark_brown,"Dark Brown",#654321,101,67,33
dark_byzantium,"Dark Byzantium",#5d3954,93,57,84
dark_candy_apple_red,"Dark Candy Apple Red",#a40000,164,0,0
dark_cerulean,"Dark Cerulean",#08457e,8,69,126
dark_chestnut,"Dark Chestnut",#986960,152,105,96
dark_coral,"Dark Coral",#cd5b45,205,91,69
dark_cyan,"Dark Cyan",#008b8b,0,139,139
dark_electric_blue,"Dark Electric Blue",#536878,83,104,120
dark_goldenrod,"Dark Goldenrod",#b8860b,184,134,11
dark_gray,"Dark Gray",#a9a9a9,169,169,169
dark_green,"Dark Green",#013220,1,50,32
dark_imperial_blue,"Dark Imperial Blue",#00416a,0,65,106
dark_jungle_green,"Dark Jungle Green",#1a2421,26,36,33
dark_khaki,"Dark Khaki",#bdb76b,189,183,107
dark_lava,"Dark Lava",#483c32,72,60,50
dark_lavender,"Dark Lavender",#734f96,115,79,150
dark_magenta,"Dark Magenta",#8b008b,139,0,139480,231,84,128
dark_powder_blue,"Dark Powder Blue",#039,0,51,153
dark_raspberry,"Dark Raspberry",#872657,135,38,87
dark_red,"Dark Red",#8b0000,139,0,0
dark_salmon,"Dark Salmon",#e9967a,233,150,122
dark_scarlet,"Dark Scarlet",#560319,86,3,25209
dark_violet,"Dark Violet",#9400d3,148,0,211
dark_yellow,"Dark Yellow",#9b870c,155,135,12
dartmouth_green,"Dartmouth Green",#00703c,0,112#704241,112,66,65
deep_fuchsia,"Deep Fuchsia",#c154c1,193,84,193
deep_jungle_green,"Deep Jungle Green",#004b49,0,75,73
deep_lilac,"Deep Lilac",#95b,153,85,187
deep_magenta,"Deep Magenta",#c0c,204,0,204
deep_peach,"Deep Peach",#ffcba4,255,203,164
deep_pink,"Deep Pink",#ff1493,255,20,147
deep_ruby,"Deep Ruby",#843f5b,132,63,91
deep_saffron,"Deep Saffron",#f93,255,153,51
deep_sky_blue,"Deep Sky Blue",#00bfff,0,191,255
deep_tuscan_red,"Deep Tuscan Red",#66424d,102,66,77
denim,"Denim",#1560bd,21,96,189
fashion_fuchsia,"Fashion Fuchsia",#f400a1,244,0,161
fawn,"Fawn",#e5aa70,229,170,112
feldgrau,"Feldgrau",#4d5d53,77,93,83
fern_green,"Fern Green",#4f7942,79,121,66
ferrari_red,"Ferrari Red",#ff2800,255,40,0
field_drab,"Field Drab",#6c541e,108,84,30
fire_engine_red,"Fire Engine Red",#ce2029,206,32,41
firebrick,"Firebrick",#b22222,178,34,34
flame,"Flame",#e25822,226,88,34
flamingo_pink,"Flamingo Pink",#fc8eac,252,142,172
flavescent,"Flavescent",#f7e98e,247,233,142
flax,"Flax",#eedc82,238,220,130
floral_white,"Floral White",#fffaf0,255,250,240
fluorescent_orange,"Fluorescent Orange",#ffbf00,255,191,0
fluorescent_pink,"Fluorescent Pink",#ff1493,255,20,147
fluorescent_yellow,"Fluorescent Yellow",#cf0,204,255,0
folly,"Folly",#ff004f,255,0,79
forest_green_traditional,"Forest Green (Traditional)",#014421,1,68,33
forest_green_web,"Forest Green (Web)",#228b22,34,139,34
french_beige,"French Beige",#a67b5b,166,123,91
french_blue,"French Blue",#0072bb,0,114,187
french_lilac,"French Lilac",#86608e,134,96,142
french_lime,"French Lime",#cf0,204,255,0
french_raspberry,"French Raspberry",#c72c48,199,44,72
french_rose,"French Rose",#f64a8a,246,74,138
fuchsia,"Fuchsia",#f0f,255,0,255
fuchsia_crayola,"Fuchsia (Crayola)",#c154c1,193,84,193
fuchsia_pink,"Fuchsia Pink",#f7f,255,119,255
fuchsia_rose,"Fuchsia Rose",#c74375,199,67,117
fulvous,"Fulvous",#e48400,228,132,0
fuzzy_wuzzy,"Fuzzy Wuzzy",#c66,204,102,102
gainsboro,"Gainsboro",#dcdcdc,220,220,220
gamboge,"Gamboge",#e49b0f,228,155,15
ghost_white,"Ghost White",#f8f8ff,248,248,255
ginger,"Ginger",#b06500,176,101,0
glaucous,"Glaucous",#6082b6,96,130,182
glitter,"Glitter",#e6e8fa,230,232,250
gold_metallic,"Gold (Metallic)",#d4af37,212,175,55
gold_web_golden,"Gold (Web) (Golden)",#ffd700,255,215,0
golden_brown,"Golden Brown",#996515,153,101,21
golden_poppy,"Golden Poppy",#fcc200,252,194,0
golden_yellow,"Golden Yellow",#ffdf00,255,223,0
goldenrod,"Goldenrod",#daa520,218,165,32
granny_smith_apple,"Granny Smith Apple",#a8e4a0,168,228,160
gray,"Gray",#808080,128,128,128
gray_asparagus,"Gray-Asparagus",#465945,70,89,69
gray_html_css_gray,"Gray (Html/Css Gray)",#808080,128,128,128
gray_x11_gray,"Gray (X11 Gray)",#bebebe,190,190,190
green_color_wheel_x11_green,"Green (Color Wheel) (X11 Green)",#0f0,0,255,0
green_crayola,"Green (Crayola)",#1cac78,28,172,120
green_html_css_green,"Green (Html/Css Green)",#008000,0,128,0
green_munsell,"Green (Munsell)",#00a877,0,168,119
green_ncs,"Green (Ncs)",#009f6b,0,159,107
green_pigment,"Green (Pigment)",#00a550,0,165,80ec5d,178,236,93
jade,"Jade",#00a86b,0,168,107
jasmine,"Jasmine",#f8de7e,248,222,126
jasper,"Jasper",#d73b3e,215,59,62
jazzberry_jam,"Jazzberry Jam",#a50b5e,165,11,94
jet,"Jet",#343434,52,52,52
jonquil,"Jonquil",#fada5e,250,218,94
june_bud,"June Bud",#bdda57,189,218,87
jungle_green,"Jungle Green",#29ab87,41,171,135
kelly_green,"Kelly Green",#4cbb17,76,187,23
kenyan_copper,"Kenyan Copper",#7c1c05,124,28,5
khaki_html_css_khaki,"Khaki (Html/Css) (Khaki)",#c3b091,195,176,145
khaki_x11_light_khaki,"Khaki (X11) (Light Khaki)",#f0e68c,240,230,140
ku_crimson,"Ku Crimson",#e8000d,232,0,13
la_salle_green,"La Salle Green",#087830,8,120,48
languid_lavender,"Languid Lavender",#d6cadd,214,202,221
lavender_indigo,"Lavender Indigo",#9457eb,148,87,235
lavender_magenta,"Lavender Magenta",#ee82ee,238,130,238
lavender_mist,"Lavender Mist",#e6e6fa,230,230,250
lavender_pink,"Lavender Pink",#fbaed2,251,174,210
lavender_purple,"Lavender Purple",#967bb6,150,123,182
lavender_rose,"Lavender Rose",#fba0e3,251,160,227
lavender_web,"Lavender (Web)",#e6e6fa,230,230,250
lawn_green,"Lawn Green",#7cfc00,124,252,0
lemon,"Lemon",#fff700,255,247,0
lemon_chiffon,"Lemon Chiffon",#fffacd,255,250,205
lemon_lime,"Lemon Lime",#e3ff00,227,255,0
licorice,"Licorice",#1a1110,26,17,16Wheel)",#bfff00,191,255,0
lime_green,"Lime Green",#32cd32,50,205,50
lime_web_x11_green,"Lime (Web) (X11 Green)",#0f0,0,255,0
limerick,"Limerick",#9dc209,157,194,9
lincoln_green,"Lincoln Green",#195905,25,89,5
linen,"Linen",#faf0e6,250,240,230
lion,"Lion",#c19a6b,193,154,107
little_boy_blue,"Little Boy Blue",#6ca0dc,108,160,220
liver,"Liver",#534b4f,83,75,79
lust,"Lust",#e62020,230,32,32
magenta,"Magenta",#f0f,255,0,255
magenta_dye,"Magenta (Dye)",#ca1f7b,202,31,123
magenta_process,"Magenta (Process)",#ff0090,255,0,144
magic_mint,"Magic Mint",#aaf0d1,170,240,209
magnolia,"Magnolia",#f8f4ff,248,244,255
mahogany,"Mahogany",#c04000,192,64,0
maize,"Maize",#fbec5d,251,236,93
majorelle_blue,"Majorelle Blue",#6050dc,96,80,220
malachite,"Malachite",#0bda51,11,218,81
manatee,"Manatee",#979aaa,151,154,170
mango_tango,"Mango Tango",#ff8243,255,130,67
mantis,"Mantis",#74c365,116,195,101
mardi_gras,"Mardi Gras",#880085,136,0,133
maroon_crayola,"Maroon (Crayola)",#c32148,195,33,72
maroon_html_css,"Maroon (Html/Css)",#800000,128,0,0
maroon_x11,"Maroon (X11)",#b03060,176,48,96
mauve,"Mauve",#e0b0ff,224,176,255
mauve_taupe,"Mauve Taupe",#915f6d,145,95,109
mauvelous,"Mauvelous",#ef98aa,239,152,170
maya_blue,"Maya Blue",#73c2fb,115,194,251
meat_brown,"Meat Brown",#e5b73b,229,183,59
medium_aquamarine,"Medium Aquamarine",#6da,102,221,170
medium_blue,"Medium Blue",#0000cd,0,0,205
medium_candy_apple_red,"Medium Candy Apple Red",#e2062c,226,6,44
medium_carmine,"Medium Carmine",#af4035,175,64,53
medium_champagne,"Medium Champagne",#f3e5ab,243,229,171
medium_electric_blue,"Medium Electric Blue",#035096,3,80,150
mountbatten_pink,"Mountbatten Pink",#997a8d,153,122,141
msu_green,"Msu Green",#18453b,24,69,59
mulberry,"Mulberry",#c54b8c,197,75,140
mustard,"Mustard",#ffdb58,255,219,88
myrtle,"Myrtle",#21421e,33,66,30
nadeshiko_pink,"Nadeshiko Pink",#f6adc6,246,173,198
napier_green,"Napier Green",#2a8000,42,128,0
naples_yellow,"Naples Yellow",#fada5e,250,218,94
navajo_white,"Navajo White",#ffdead,255,222,173
navy_blue,"Navy Blue",#000080,0,0,128
old_lavender,"Old Lavender",#796878,121,104,120
old_mauve,"Old Mauve",#673147,103,49,71
old_rose,"Old Rose",#c08081,192,128,129
olive,"Olive",#808000,128,128,0
olive_drab_7,"Olive Drab #7",#3c341f,60,52,31
olive_drab_web_olive_drab_3,"Olive Drab (Web) (Olive Drab #3)",#6b8e23,107,142,35
olivine,"Olivine",#9ab973,154,185,115
onyx,"Onyx",#353839,53,56,57
opera_mauve,"Opera Mauve",#b784a7,183,132,167
orange_color_wheel,"Orange (Color Wheel)",#ff7f00,255,127,0
orange_peel,"Orange Peel",#ff9f00,255,159,0 Blue",#96ded1,150,222,209
pale_silver,"Pale Silver",#c9c0bb,201,192,187
pale_spring_bud,"Pale Spring Bud",#ecebbd,236,235,189
pale_taupe,"Pale Taupe",#bc987e,188,152,126
pale_violet_red,"Pale Violet-Red",#db7093,219,112,147
pansy_purple,"Pansy Purple",#78184a,120,24,74
papaya_whip,"Papaya Whip",#ffefd5,255,239,213
paris_green,"Paris Green",#50c878,80,200,120
pastel_blue,"Pastel Blue",#aec6cf,174,198,207
pastel_brown,"Pastel Brown",#836953,131,105,83
pastel_gray,"Pastel Gray",#cfcfc4,207,207,196
pastel_green,"Pastel Green",#7d7,119,221,119
pastel_magenta,"Pastel Magenta",#f49ac2,244,154,194
pastel_orange,"Pastel Orange",#ffb347,255,179,71
pastel_pink,"Pastel Pink",#dea5a4,222,165,164
pastel_purple,"Pastel Purple",#b39eb5,179,158,181
pastel_red,"Pastel Red",#ff6961,255,105,97
prussian_blue,"Prussian Blue",#003153,0,49,83
psychedelic_purple,"Psychedelic Purple",#df00ff,223,0,255
puce,"Puce",#c89,204,136,153
pumpkin,"Pumpkin",#ff7518,255,117,24
purple_heart,"Purple Heart",#69359c,105,53,156
purple_html_css,"Purple (Html/Css)",#800080,128,0,128
purple_mountain_majesty,"Purple Mountain Majesty",#9678b6,150,120,182
purple_munsell,"Purple (Munsell)",#9f00c5,159,0,197
purple_pizzazz,"Purple Pizzazz",#fe4eda,254,78,218
purple_taupe,"Purple Taupe",#50404d,80,64,77
purple_x11,"Purple (X11)",#a020f0,160,32,240
quartz,"Quartz",#51484f,81,72,79
rackley,"Rackley",#5d8aa8,93,138,168
radical_red,"Radical Red",#ff355e,255,53,94
rajah,"Rajah",#fbab60,251,171,96
raspberry,"Raspberry",#e30b5d,227,11,93
raspberry_glace,"Raspberry Glace",#915f6d,145,95,109
raspberry_pink,"Raspberry Pink",#e25098,226,80,152
raspberry_rose,"Raspberry Rose",#b3446c,179,68,108
raw_umber,"Raw Umber",#826644,130,102,68
razzle_dazzle_rose,"Razzle Dazzle Rose",#f3c,255,51,204
razzmatazz,"Razzmatazz",#e3256b,227,37,107
red,"Red",#f00,255,0,0
red_brown,"Red-Brown",#a52a2a,165,42,42
resolution_blue,"Resolution Blue",#002387,0,35,135
rich_black,"Rich Black",#004040,0,64,64
rich_brilliant_lavender,"Rich Brilliant Lavender",#f1a7fe,241,167,254
rich_carmine,"Rich Carmine",#d70040,215,0,64
rose_taupe,"Rose Taupe",#905d5d,144,93,93
rose_vale,"Rose Vale",#ab4e52,171,78,82
rosewood,"Rosewood",#65000b,101,0,11
rosso_corsa,"Rosso Corsa",#d40000,212,0,0
rosy_brown,"Rosy Brown",#bc8f8f,188,143,143
royal_azure,"Royal Azure",#0038a8,0,56,168
royal_blue_traditional,"Royal Blue (Traditional)",#002366,0,35,102
royal_blue_web,"Royal Blue (Web)",#4169e1,65,105,225
royal_fuchsia,"Royal Fuchsia",#ca2c92,202,44,146
royal_purple,"Royal Purple",#7851a9,120,81,169
royal_yellow,"Royal Yellow",#fada5e,250,218,94
rubine_red,"Rubine Red",#d10056,209,0,86
ruby,"Ruby",#e0115f,224,17,95
ruby_red,"Ruby Red",#9b111e,155,17,30
ruddy,"Ruddy",#ff0028,255,0,40
ruddy_brown,"Ruddy Brown",#bb6528,187,101,40
ruddy_pink,"Ruddy Pink",#e18e96,225,142,150
rufous,"Rufous",#a81c07,168,28,7
russet,"Russet",#80461b,128,70,27
rust,"Rust",#b7410e,183,65,14
sandy_taupe,"Sandy Taupe",#967117,150,113,23
sangria,"Sangria",#92000a,146,0,10
sap_green,"Sap Green",#507d2a,80,125,42
sapphire,"Sapphire",#0f52ba,15,82,186
sapphire_blue,"Sapphire Blue",#0067a5,0,103,165
satin_sheen_gold,"Satin Sheen Gold",#cba135,203,161,53
scarlet,"Scarlet",#ff2400,255,36,0
scarlet_crayola,"Scarlet (Crayola)",#fd0e35,253,14,53
school_bus_yellow,"School Bus Yellow",#ffd800,255,216,0
screamin_green,"Screamin' Green",#76ff7a,118,255,122
sea_blue,"Sea Blue",#006994,0,105,148
sea_green,"Sea Green",#2e8b57,46,139,87
spring_green,"Spring Green",#00ff7f,0,255,127
st_patrick_s_blue,"St. Patrick'S Blue",#23297a,35,41,122
steel_blue,"Steel Blue",#4682b4,70,130,180
stil_de_grain_yellow,"Stil De Grain Yellow",#fada5e,250,218,94
stizza,"Stizza",#900,153,0,0
stormcloud,"Stormcloud",#4f666a,79,102,106
straw,"Straw",#e4d96f,228,217,111
sunglow,"Sunglow",#fc3,255,204,51
sunset,"Sunset",#fad6a5,250,214,165
tan,"Tan",#d2b48c,210,180,140
tangelo,"Tangelo",#f94d00,249,77,0
tangerine,"Tangerine",#f28500,242,133,0
terra_cotta,"Terra Cotta",#e2725b,226,114,91
thistle,"Thistle",#d8bfd8,216,191,216
thulian_pink,"Thulian Pink",#de6fa1,222,111,161
turquoise,"Turquoise",#30d5c8,48,213,200
turquoise_blue,"Turquoise Blue",#00ffef,0,255,239
turquoise_green,"Turquoise Green",#a0d6b4,160,214,180
ufo_green,"Ufo Green",#3cd070,60,208,112
ultra_pink,"Ultra Pink",#ff6fff,255,111,255
ultramarine,"Ultramarine",#120a8f,18,10,143
ultramarine_blue,"Ultramarine Blue",#4166f5,65,102,245
umber,"Umber",#635147,99,81,71
utah_crimson,"Utah Crimson",#d3003f,211,0,63
vanilla,"Vanilla",#f3e5ab,243,229,171
vegas_gold,"Vegas Gold",#c5b358,197,179,88
venetian_red,"Venetian Red",#c80815,200,8,21
verdigris,"Verdigris",#43b3ae,67,179,174
vermilion_cinnabar,"Vermilion (Cinnabar)",#e34234,227,66,52
vermilion_plochere,"Vermilion (Plochere)",#d9603b,217,96,59
veronica,"Veronica",#a020f0,160,32,240
violet,"Violet",#8f00ff,143,0,255
violet_blue,"Violet-Blue",#324ab2,50,74,178
violet_color_wheel,"Violet (Color Wheel)",#7f00ff,127,0,255
violet_ryb,"Violet (Ryb)",#8601af,134,1,175
violet_web,"Violet (Web)",#ee82ee,238,130,238
viridian,"Viridian",#40826d,64,130,109
vivid_auburn,"Vivid Auburn",#922724,146,39,36
vivid_burgundy,"Vivid Burgundy",#9f1d35,159,29,53
vivid_cerise,"Vivid Cerise",#da1d81,218,29,129
vivid_tangerine,"Vivid Tangerine",#ffa089,255,160,137
vivid_violet,"Vivid Violet",#9f00ff,159,0,255
warm_black,"Warm Black",#004242,0,66,66
waterspout,"Waterspout",#a4f4f9,164,244,249
wenge,"Wenge",#645452,100,84,82
yellow,"Yellow",#ff0,255,255,0
yellow_green,"Yellow-Green",#9acd32,154,205,50
yellow_orange,"Yellow Orange",#ffae42,255,174,66
yellow_process,"Yellow (Process)",#ffef00,255,239,0
yellow_ryb,"Yellow (Ryb)",#fefe33,254,254,51